"PID","WEIGHT","cond","order_responses","val_1","val_2","val_3","val_4","val_5","top_value_num","top_value_char","response_cond1","response_cond2","response_cond3","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","antiest_1","antiest_2","antiest_3","antiest_4","ampride","trustgov","demsatis","radchange","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","RELIG","RELIG_OE","ATTEND","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","INCOME4","INCOME9","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV","response","antiest_4R","distrust","antiest","discontent","exclude"
8089,0.39527821,"ctrl",1,"Freedom of Religion","Freedom of Speech","Able to live where you want","Free education","Security in the work place",1,"Freedom of Religion",NA,NA,"It is very important we all be able to worship where we want to. 
The ability to trust in the ONE God we need to","demsatis","antiest","radchange","trustgov","ampride",2,5,5,2,4,2,3,6,"vote","trump",NA,7,5,5,12,NA,9,"11/19/2024 17:06","11/19/2024 17:11",5,2,1,"Smartphone","male",40,2,3,"white/non-hisp","some coll",1,1,"$85,000 to $99,999",3,7,"OK",3,7,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","1",2,"It is very important we all be able to worship where we want to. 
The ability to trust in the ONE God we need to",6,6,4.5,5.5,0
8090,0.48738552,"kept",0,"Freedom","Equality","Justice","Fairness","Opportunity",1,"Freedom","We can still hope for institutions and American human decency to hold off tyranny. Maybe the courts will protect us, maybe enough people will hold out.",NA,NA,"demsatis","radchange","antiest","ampride","trustgov",7,3,NA,2,3,3,1,5,"vote","harris",NA,1,1,1,13,NA,7,"11/19/2024 21:22","11/19/2024 21:35",13,2,1,"Smartphone","male",73,4,6,"white/non-hisp","bachelors",1,5,"$100,000 to $124,999",4,8,"MA",1,1,1,1,1,"1",2,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"We can still hope for institutions and American human decency to hold off tyranny. Maybe the courts will protect us, maybe enough people will hold out.",6,5,5.33333333333333,5.11111111111111,0
8092,3.57703944,"kept",1,"Family","Money","Freedom","Wealth","Community",3,"Freedom","We are believed to have freedom of speech. Foe the most part. Sometimes I question if that is entirely true.",NA,NA,"trustgov","radchange","ampride","antiest","demsatis",4,4,4,4,3,3,4,4,"vote","trump",NA,6,5,3,11,NA,1,"11/20/2024 8:50","11/20/2024 8:53",3,2,1,"Smartphone","female",28,1,2,"white/non-hisp","HS",5,1,"$20,000 to $24,999",1,3,"FL",3,5,1,1,2,"1",4,6,"#NULL!","1","1","#NULL!",1,"We are believed to have freedom of speech. Foe the most part. Sometimes I question if that is entirely true.",4,5,4,4.33333333333333,0
8093,0.64070945,"brkn",1,"Freedom of speech","Right to bear arms","To be treated as a equal","Democratic Government","Justice for all",3,"To be treated as a equal",NA,"Some of the people don't get the chance to get a job because of not having a high school dipona. Which I believe that is unfair because I know people can learn on the job training.",NA,"trustgov","antiest","ampride","demsatis","radchange",3,3,4,3,5,4,2,6,"vote","trump",NA,7,5,5,1,NA,8,"11/19/2024 18:40","11/19/2024 19:04",24,2,1,"Smartphone","female",64,4,5,"white/non-hisp","HS",1,2,"$25,000 to $29,999",1,3,"CA",4,9,1,0,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Some of the people don't get the chance to get a job because of not having a high school dipona. Which I believe that is unfair because I know people can learn on the job training.",5,4,3.75,4.58333333333333,0
8095,0.16256479,"kept",0,"Freedom of religion","Freedom of speech","Freedom of press","Freedom of assembly","Freedom of bear arms",2,"Freedom of speech","98",NA,NA,"antiest","demsatis","ampride","trustgov","radchange",5,7,7,1,5,1,1,7,"vote","trump",NA,5,4,5,1,NA,9,"11/22/2024 10:46","11/22/2024 11:05",19,2,1,"Smartphone","male",68,4,6,"black/non-hisp","some coll",1,5,"$150,000 to $174,999",4,9,"CA",4,9,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"98",7,7,6.5,6.83333333333333,1
8112,0.80612331,"ctrl",0,"liberty","privacy","opportunity","democracy","saftey",1,"liberty",NA,NA,"Freedom to be an individual in thought and speech and to live according to your beliefs within the law.","antiest","trustgov","ampride","radchange","demsatis",5,3,4,5,4,4,6,3,"vote","trump",NA,6,5,3,12,NA,5,"11/20/2024 10:33","11/20/2024 10:45",13,2,1,"Desktop","male",49,3,4,"hisp","some coll",2,2,"$25,000 to $29,999",1,3,"CA",4,9,1,1,1,"1",4,4,"#NULL!","#NULL!","#NULL!","2",2,"Freedom to be an individual in thought and speech and to live according to your beliefs within the law.",3,4,3.75,3.58333333333333,0
8117,0.85075822,"ctrl",0,"Freedom","Equality","Rule of Law","Government by the people","Unity",2,"Equality",NA,NA,"All people are created equal. As such, they each have unalienable rights that will be protected equally under the law.","antiest","radchange","trustgov","ampride","demsatis",5,6,6,5,1,4,2,3,"vote","harris",NA,1,1,3,2,NA,4,"11/20/2024 16:31","11/20/2024 16:37",6,2,1,"Smartphone","female",71,4,6,"white/non-hisp","masters",3,1,"$40,000 to $49,999",2,5,"NY",1,2,1,1,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"All people are created equal. As such, they each have unalienable rights that will be protected equally under the law.",3,4,5,4,0
8120,2.26586915,"kept",0,"Violence","Money","Freedom","Politics","Injustice",3,"Freedom","People having Freedom of speech.......,............................................. ...............",NA,NA,"radchange","antiest","demsatis","ampride","trustgov",7,7,7,1,2,1,1,7,"no vote",NA,NA,2,1,3,11,NA,1,"11/19/2024 18:03","11/19/2024 18:10",7,2,1,"Smartphone","female",45,3,4,"hisp","less HS",5,6,"$5,000 to $9,999",1,1,"NY",1,2,1,1,2,"3",4,2,"0","0","0","1",1,"People having Freedom of speech.......,............................................. ...............",7,7,7,7,1
8136,0.54848317,"ctrl",0,"Freedom","Ability to follow your dream","Happiness","Safety","Affordability",5,"Affordability",NA,NA,"Being able to purchase a house and have money left over. Gas prices low as well as groceries. No stresss about money.","demsatis","trustgov","radchange","ampride","antiest",1,7,7,1,5,1,1,7,"vote","trump",NA,7,5,5,2,NA,6,"11/19/2024 20:13","11/19/2024 20:19",9,2,1,"Smartphone","male",53,3,4,"hisp","some coll",1,1,"$75,000 to $84,999",3,7,"CA",4,9,1,1,2,"2",4,4,"#NULL!","#NULL!","1","1",2,"Being able to purchase a house and have money left over. Gas prices low as well as groceries. No stresss about money.",7,7,5.5,6.5,0
8139,0.84431655,"kept",1,"Control","Change","Time","Equality","Independence",4,"Equality","Giving everybody a fair chance and letting everyone express themselves without judgement. Freedom of soeech",NA,NA,"antiest","trustgov","ampride","radchange","demsatis",4,4,4,4,3,4,4,4,"vote","trump",NA,2,1,3,2,NA,3,"11/30/2024 21:17","11/30/2024 21:21",4,2,1,"Smartphone","female",22,1,1,"hisp","less HS",5,1,"$125,000 to $149,999",4,8,"NY",1,2,1,1,2,"3",4,6,"#NULL!","#NULL!","1","2",3,"Giving everybody a fair chance and letting everyone express themselves without judgement. Freedom of soeech",4,4,4,4,0
8155,0.24760458,"kept",1,"Integrity","Honesty","Modesty","Being kind","Loyalty",1,"Integrity","Us knows to always do the right thing and that is why they support their allies when conflict arises.",NA,NA,"ampride","demsatis","trustgov","antiest","radchange",4,3,3,4,3,3,4,3,"no vote",NA,NA,5,4,3,2,NA,3,"11/19/2024 15:51","11/19/2024 15:59",8,2,1,"Smartphone","male",26,1,2,"hisp","some coll",5,2,"$85,000 to $99,999",3,7,"CA",4,9,1,1,2,"2",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"Us knows to always do the right thing and that is why they support their allies when conflict arises.",4,5,3.5,3.83333333333333,0
8163,0.76357458,"ctrl",1,"to live in freedom","value the family","attaining your dreams","have security","worship our God",1,"to live in freedom",NA,NA,"Freedom says it all in one word! Free speech, freedom to worship, reach for your dreams, freedom from fear.","trustgov","ampride","radchange","antiest","demsatis",3,6,4,2,4,3,1,7,"vote","trump",NA,5,4,5,12,NA,8,"11/19/2024 21:21","11/19/2024 21:28",7,2,1,"Desktop","female",69,4,6,"white/non-hisp","HS",1,2,"$50,000 to $59,999",2,6,"VA",3,5,1,1,1,"1",3,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Freedom says it all in one word! Free speech, freedom to worship, reach for your dreams, freedom from fear.",6,5,4.75,5.58333333333333,0
8166,0.80276071,"brkn",0,"pursuit of  happiness","freedom of speech","freedom of the press","freedom of religion","freedom to peaceable assemble",1,"pursuit of  happiness",NA,"There are economic realities which can prevent freedom of happiness including healthcare costs, insurance, education.",NA,"trustgov","antiest","ampride","demsatis","radchange",5,3,2,5,3,4,3,2,"vote","harris",NA,3,2,3,1,NA,6,"11/30/2024 7:30","11/30/2024 7:45",15,2,1,"Desktop","male",59,3,5,"white/non-hisp","masters",3,1,"$85,000 to $99,999",3,7,"IL",2,3,0,1,1,"1",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"There are economic realities which can prevent freedom of happiness including healthcare costs, insurance, education.",3,4,3.25,3.08333333333333,0
8172,4.86061038,"ctrl",1,"God","law","good","less government","world peace",1,"God",NA,NA,"The creator of the universe that stands for good and not evil.
God respects mans laws but may not always agree with our limited way of thinking !","ampride","trustgov","antiest","radchange","demsatis",2,5,4,2,5,2,6,7,"vote","trump",NA,4,3,5,2,NA,4,"11/19/2024 17:23","11/19/2024 17:31",8,2,1,"Desktop","male",72,4,6,"hisp","bachelors",1,5,"$40,000 to $49,999",2,5,"TX",3,7,1,1,1,"1",2,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The creator of the universe that stands for good and not evil.
God respects mans laws but may not always agree with our limited way of thinking !",6,6,4.25,5.75,0
8174,0.20865274,"kept",1,"Life","Liberty","Pursuit of happiness","Freedom of speech","Right to bear arms",3,"Pursuit of happiness","By keeping the environment and places we have happiness at, like going to a lake and enjoying the beautiful day.",NA,NA,"demsatis","antiest","radchange","ampride","trustgov",6,3,6,1,4,2,6,5,"vote","trump",NA,6,5,3,12,NA,2,"11/22/2024 12:10","11/22/2024 12:19",9,2,1,"Smartphone","female",52,3,4,"white/non-hisp","some coll",3,6,"under $5,000",1,1,"MN",2,4,0,1,3,"1",4,5,"#NULL!","#NULL!","#NULL!","#NULL!",2,"By keeping the environment and places we have happiness at, like going to a lake and enjoying the beautiful day.",7,6,5.5,5.5,0
8192,0.06105633,"ctrl",0,"Equality","Accountability","Liberty","Diversity","Democracy",3,"Liberty",NA,NA,"Liberty is the freedom for people to worship who they want to worship, love who they want to love, and be who they want to be.","demsatis","trustgov","radchange","antiest","ampride",6,5,5,2,1,3,4,4,"vote","harris",NA,1,1,2,11,NA,3,"11/26/2024 1:09","11/26/2024 9:49",5,2,1,"Desktop","male",30,2,2,"multi/non-hisp","some coll",5,1,"$60,000 to $74,999",3,6,"CA",4,9,1,1,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Liberty is the freedom for people to worship who they want to worship, love who they want to love, and be who they want to be.",6,5,5.5,4.83333333333333,0
8193,1.7017374,"kept",0,"Independence","Ingenuity","Capitalism","Competition","Competency",1,"Independence","Anyone cam strike out and take risks to achieve their dreams or goals. This is a fundamental strategy that is fostered by the united states of America.",NA,NA,"radchange","ampride","demsatis","antiest","trustgov",7,7,5,2,5,4,2,5,"vote","harris",NA,1,1,1,12,NA,4,"11/20/2024 21:10","11/20/2024 21:16",6,2,1,"Smartphone","male",46,3,4,"white/non-hisp","bachelors",3,6,"$100,000 to $124,999",4,8,"TN",3,6,0,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Anyone cam strike out and take risks to achieve their dreams or goals. This is a fundamental strategy that is fostered by the united states of America.",6,4,6.25,5.08333333333333,0
8196,0.32021972,"kept",1,"Free speech","Independence","Individualism","Law","Liberty",5,"Liberty","The U. S has made some strides for liberty such as freedom of speech and  religion. It's still much more room for improvement.",NA,NA,"ampride","trustgov","radchange","demsatis","antiest",7,7,7,2,3,2,6,4,"vote","harris",NA,1,1,1,1,NA,4,"11/20/2024 11:47","11/20/2024 11:56",10,2,1,"Smartphone","male",21,1,1,"black/non-hisp","some coll",5,1,"$60,000 to $74,999",3,6,"GA",3,5,1,1,2,"3",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"The U. S has made some strides for liberty such as freedom of speech and  religion. It's still much more room for improvement.",6,6,6.75,5.58333333333333,0
8198,1.28376975,"ctrl",1,"Freedom of speech","Freedom of religion","Free markets","Opportunity for all","Welcome immigrants",4,"Opportunity for all",NA,NA,"The chance to move ahead for anyone willing to work for it. No one should be held back because of their personal beliefs.","demsatis","radchange","trustgov","ampride","antiest",7,6,5,4,3,2,3,2,"vote","harris",NA,1,1,3,5,NA,3,"11/19/2024 14:48","11/19/2024 14:54",34,2,1,"Smartphone","male",62,4,5,"white/non-hisp","bachelors",1,1,"$125,000 to $149,999",4,8,"HI",4,9,1,1,1,"3",4,2,"0","0","0","0",2,"The chance to move ahead for anyone willing to work for it. No one should be held back because of their personal beliefs.",4,6,5.5,4.5,0
8201,0.26004696,"brkn",1,"Money","Tarriffs","Self","Terrorism","Abortion",1,"Money",NA,"It's not living up because this country will always be in debit because the leaders we Americans keep selecting don't be the right choice at all",NA,"ampride","antiest","trustgov","radchange","demsatis",7,7,7,1,4,3,7,7,"vote","harris",NA,2,1,3,12,NA,4,"11/25/2024 13:48","11/25/2024 13:51",3,2,1,"Smartphone","male",33,2,2,"black/non-hisp","some coll",1,4,"$50,000 to $59,999",2,6,"PA",1,2,1,1,2,"3",4,4,"#NULL!","2","#NULL!","#NULL!",2,"It's not living up because this country will always be in debit because the leaders we Americans keep selecting don't be the right choice at all",7,5,7,6.33333333333333,0
8205,0.9481497,"ctrl",0,"checks and balances","federalism","limited government","life","liberty",4,"life",NA,NA,"Life is the God-given right that all human beings share. It is our right that gives us all other rights. Without the right to life, we have no other rights.","trustgov","radchange","antiest","ampride","demsatis",4,6,7,2,5,4,4,6,"vote","trump",NA,7,5,4,1,NA,7,"11/19/2024 18:07","11/19/2024 18:10",4,2,1,"Desktop","male",23,1,1,"white/non-hisp","HS",5,1,"$85,000 to $99,999",3,7,"CT",1,1,1,1,1,"1",3,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Life is the God-given right that all human beings share. It is our right that gives us all other rights. Without the right to life, we have no other rights.",6,4,5.75,5.25,0
8208,0.95790747,"kept",1,"Freedom in all aspects of life","Democracy","All citizens are equal","Patriotism","Free market/ capitalism",1,"Freedom in all aspects of life","We have freedom of religion, education, work, and mostly freedom of health. We have the freedom to live how we want, with minimal government interference. We also have a free and open market and economy.",NA,NA,"antiest","demsatis","trustgov","ampride","radchange",5,7,7,1,4,2,1,6,"vote","trump",NA,7,5,4,12,NA,1,"11/27/2024 13:37","11/27/2024 16:03",8,2,1,"Smartphone","female",33,2,2,"white/non-hisp","some coll",3,6,"$85,000 to $99,999",3,7,"WA",4,9,1,1,2,"1",4,3,"#NULL!","#NULL!","1","#NULL!",2,"We have freedom of religion, education, work, and mostly freedom of health. We have the freedom to live how we want, with minimal government interference. We also have a free and open market and economy.",7,6,6.5,6.16666666666667,0
8209,0.62357788,"kept",1,"Freedom of Speech","Freedom to Live","Women's Rights","Health Care","Right to Bear Arms",3,"Women's Rights","It's not, they overturned Roe V. Wade, men should NOT have any say on a womans body. States are now killing women instead of doing life saving procedures",NA,NA,"trustgov","radchange","demsatis","antiest","ampride",7,7,7,7,2,1,1,7,"vote","other","Libertarian",3,2,1,11,NA,1,"11/24/2024 17:09","11/24/2024 17:12",3,2,1,"Smartphone","female",25,1,2,"white/non-hisp","some coll",3,1,"$25,000 to $29,999",1,3,"WI",2,3,1,0,2,"3",4,3,"1","#NULL!","#NULL!","#NULL!",2,"It's not, they overturned Roe V. Wade, men should NOT have any say on a womans body. States are now killing women instead of doing life saving procedures",1,7,5.5,6.5,0
8212,0.43739596,"brkn",0,"freedom of speech","privacy","defending rights","freedom","right to bear arms",2,"privacy",NA,"scams and more scams.
nothing is private any more
government knows too much
banks disclose your information",NA,"trustgov","demsatis","antiest","radchange","ampride",6,6,7,2,2,2,3,6,"vote","trump",NA,4,3,3,12,NA,4,"11/19/2024 18:09","11/19/2024 18:18",8,2,1,"Desktop","female",66,4,6,"white/non-hisp","some coll",1,5,"$15,000 to $19,999",1,2,"NC",3,5,1,1,1,"1",3,1,"0","0","0","0",1,"scams and more scams.
nothing is private any more
government knows too much
banks disclose your information",6,6,6.25,6.08333333333333,0
8219,0.5014958,"ctrl",0,"Transparency in government","Honesty in representation","Freedom equality","Integrity","Freedom of choice",5,"Freedom of choice",NA,NA,"Freedom to choose,without prejudice or retribution : Speech, Voting, Travel, Housing. Freedom to make decisions from my own beliefs and needs without fear of retribution or harm.","trustgov","demsatis","radchange","ampride","antiest",6,4,6,4,3,2,1,5,"vote","trump",NA,4,3,3,11,NA,1,"11/22/2024 21:08","11/30/2024 18:05",11,2,1,"Desktop","female",75,4,7,"white/non-hisp","masters",2,2,"$25,000 to $29,999",1,3,"OR",4,9,0,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Freedom to choose,without prejudice or retribution : Speech, Voting, Travel, Housing. Freedom to make decisions from my own beliefs and needs without fear of retribution or harm.",4,6,5,5.33333333333333,0
8221,0.69702755,"ctrl",0,"Freedom of speech","Freedom from religion","Government by majority","Checks and balances on government power","Freedom of association",1,"Freedom of speech",NA,NA,"Freedom to express opinions regardless of popularity.  Freedom to criticize government without fear of retribution.","demsatis","ampride","trustgov","radchange","antiest",7,5,2,4,1,4,2,4,"vote","harris",NA,3,2,1,2,NA,3,"11/21/2024 4:26","11/21/2024 4:31",6,2,1,"Smartphone","female",72,4,6,"white/non-hisp","masters",2,6,"$85,000 to $99,999",3,7,"CA",4,9,1,1,2,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Freedom to express opinions regardless of popularity.  Freedom to criticize government without fear of retribution.",4,4,4.5,4.16666666666667,0
8225,0.87092036,"ctrl",0,"Freedom","God loving","Welcoming","Respect all","Dreams can come true",1,"Freedom",NA,NA,"Being able to make your own choices.  You aren't forced to do anything and you can do what you want as long as it doesn't hurt others.","demsatis","antiest","trustgov","radchange","ampride",3,5,3,3,5,4,6,4,"vote","trump",NA,7,5,4,2,NA,5,"11/22/2024 8:07","11/22/2024 8:11",4,2,1,"Desktop","male",41,2,3,"white/non-hisp","masters",5,1,"$50,000 to $59,999",2,6,"IL",2,3,1,1,1,"1",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Being able to make your own choices.  You aren't forced to do anything and you can do what you want as long as it doesn't hurt others.",5,4,4,4,0
8227,1.04355484,"kept",1,"God","Faith","Family","American","Equal",4,"American","98",NA,NA,"antiest","ampride","radchange","demsatis","trustgov",3,5,NA,5,4,5,2,5,"vote","trump",NA,7,5,NA,11,NA,2,"11/27/2024 19:57","11/27/2024 20:06",9,2,1,"Smartphone","female",46,3,4,"white/non-hisp","some coll",1,7,"$75,000 to $84,999",3,7,"NC",3,5,1,1,1,"4",4,5,"0","0","0","0",5,"98",3,3,3.66666666666667,3.88888888888889,1
8230,2.29480434,"ctrl",1,"Freedom of religion","Equal Voting rights","Republic for the people","Freedom from tyranny","Government represented by the people",5,"Government represented by the people",NA,NA,"All citizens have the equal right to vote. Government branches do what is right for the country and do not vote only party lines. The right for a healthy honest debate. Transparency and honesty in Government.","ampride","demsatis","antiest","radchange","trustgov",6,6,6,2,2,3,1,7,"vote","harris",NA,3,2,3,11,NA,3,"11/22/2024 5:47","11/22/2024 6:01",14,2,1,"Smartphone","female",56,3,5,"white/non-hisp","some coll",1,2,"$150,000 to $174,999",4,9,"WA",4,9,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"All citizens have the equal right to vote. Government branches do what is right for the country and do not vote only party lines. The right for a healthy honest debate. Transparency and honesty in Government.",6,5,6,6,0
8231,1.05139522,"brkn",0,"Freedom","Honesty","Kindness","Charity","Service",1,"Freedom",NA,"In some instances we are not free to speak our minds without violating the other values. Freedom of speech has become volatile in that many cannot voice an opinion in a calm way, but must make everything about a volatile protest.",NA,"radchange","antiest","demsatis","ampride","trustgov",5,5,5,3,4,3,5,6,"vote","trump",NA,6,5,3,2,NA,7,"11/19/2024 19:21","11/19/2024 19:27",6,2,1,"Desktop","female",64,4,5,"white/non-hisp","bachelors",3,1,"$60,000 to $74,999",3,6,"LA",3,7,1,1,1,"1",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"In some instances we are not free to speak our minds without violating the other values. Freedom of speech has become volatile in that many cannot voice an opinion in a calm way, but must make everything about a volatile protest.",5,5,5,5.33333333333333,0
8237,0.20907774,"ctrl",0,"Freedom","Equality","Justice","Work hard","Independent",1,"Freedom",NA,NA,"Freedom of religion, thought and action.  All are equal under the law. All able to pursue happiness","ampride","antiest","demsatis","trustgov","radchange",5,7,6,2,5,1,1,7,"vote","harris",NA,4,3,3,2,NA,8,"11/19/2024 19:00","11/19/2024 19:12",12,2,1,"Smartphone","female",64,4,5,"white/non-hisp","some coll",5,5,"$75,000 to $84,999",3,7,"FL",3,5,1,1,1,"3",4,1,"0","0","0","0",1,"Freedom of religion, thought and action.  All are equal under the law. All able to pursue happiness",6,7,6,6.66666666666667,0
8241,0.458717,"kept",1,"Freedom","The right to bear arms","Free speech","Right to education","Democracy",1,"Freedom","Ensuring that our leader does not dictate individualism. That we have the right to vote and the right to work.",NA,NA,"ampride","antiest","demsatis","trustgov","radchange",3,5,3,5,4,3,6,5,"vote","trump",NA,6,5,3,12,NA,2,"11/24/2024 14:51","11/24/2024 15:01",10,2,1,"Smartphone","female",47,3,4,"white/non-hisp","some coll",3,1,"$60,000 to $74,999",3,6,"WA",4,9,0,1,2,"3",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Ensuring that our leader does not dictate individualism. That we have the right to vote and the right to work.",3,5,3.5,4.5,0
8246,1.43352244,"ctrl",0,"Life","Liberty","Pursuit of happiness","Land ownership","Fair taxation",2,"Liberty",NA,NA,"Freedom to do what you like without your government controlling you. This means freedom to start a business and just in general do what you like as long as its not hurting anyone. Like holding your own opinions","trustgov","antiest","demsatis","ampride","radchange",5,6,6,2,4,3,3,3,"vote","harris",NA,1,1,1,11,NA,1,"11/20/2024 15:55","11/20/2024 15:58",3,2,1,"Smartphone","female",19,1,1,"white/non-hisp","some coll",5,1,"$40,000 to $49,999",2,5,"NY",1,2,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Freedom to do what you like without your government controlling you. This means freedom to start a business and just in general do what you like as long as its not hurting anyone. Like holding your own opinions",6,5,5.75,4.58333333333333,0
8252,3.47545041,"kept",0,"Equality","Freedom","Life","Liberty","Pursuit of happiness",4,"Liberty","Liberty has been infringed upon through government and unelected bureaucracies. Smaller gov with fewer regulations and lower taxation is required",NA,NA,"antiest","trustgov","ampride","radchange","demsatis",5,5,5,1,4,2,3,5,"vote","trump",NA,5,4,4,2,NA,2,"11/20/2024 10:59","11/20/2024 11:04",6,2,1,"Desktop","male",45,3,4,"white/non-hisp","bachelors",1,1,"$125,000 to $149,999",4,8,"PA",1,2,1,1,1,"2",4,5,"#NULL!","1","2","#NULL!",2,"Liberty has been infringed upon through government and unelected bureaucracies. Smaller gov with fewer regulations and lower taxation is required",7,6,5.5,5.5,0
8259,1.89962316,"brkn",1,"Freedom of Speech","Freedom of the Press","Freedom to Assemble","Freedom to Dissent","Life, liberty and the pursuit of happiness",5,"Life, liberty and the pursuit of happiness",NA,"Certain elements of the society believe they are superior to others. People “not like them” don’t deserve the same rights and privileges as they see they should have. If you don’t “look like them”you are not an American.",NA,"trustgov","demsatis","ampride","antiest","radchange",6,2,5,3,4,2,2,2,"vote","harris",NA,1,1,3,10,NA,1,"11/26/2024 16:40","11/26/2024 16:48",8,2,1,"Desktop","male",64,4,5,"white/non-hisp","bachelors",1,1,"$125,000 to $149,999",4,8,"AZ",4,8,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Certain elements of the society believe they are superior to others. People “not like them” don’t deserve the same rights and privileges as they see they should have. If you don’t “look like them”you are not an American.",5,6,4.5,4.16666666666667,0
8268,3.82472495,"kept",0,"life liberty and happyness","freedom","freedom of speech","freedom to work","to protect yourself",2,"freedom","to go where you wish. should not be judged on race or color. to protest legally you have the to bear arms to protect yourself",NA,NA,"ampride","demsatis","trustgov","antiest","radchange",6,4,5,3,5,4,6,4,"vote","trump",NA,7,5,4,2,NA,1,"11/20/2024 11:19","11/20/2024 11:33",14,2,1,"Desktop","male",71,4,6,"white/non-hisp","HS",1,5,"$40,000 to $49,999",2,5,"FL",3,5,1,1,2,"1",4,2,"0","0","0","0",2,"to go where you wish. should not be judged on race or color. to protest legally you have the to bear arms to protect yourself",5,4,5,4.33333333333333,0
8274,0.91792343,"kept",1,"Freedom","Stability","Family","Environment","Equality",5,"Equality","We should strive to provide equal opportunities for all individuals and people of color should receive reparations owed to their ancestors",NA,NA,"demsatis","trustgov","radchange","antiest","ampride",7,6,6,2,2,1,3,2,"no vote",NA,NA,4,3,3,5,NA,4,"11/21/2024 20:11","11/25/2024 13:41",5,2,1,"Smartphone","male",34,2,2,"multi/non-hisp","HS",1,1,"$40,000 to $49,999",2,5,"FL",3,5,1,1,2,"1",4,6,"#NULL!","#NULL!","2","2",2,"We should strive to provide equal opportunities for all individuals and people of color should receive reparations owed to their ancestors",6,7,6.25,5.08333333333333,0
8288,1.32084025,"brkn",1,"right to life","right to liberty","property rights","right to defend oneself and family","freedom of religion",2,"right to liberty",NA,"opressive regulation for business owners
protecting only speech that is acceptable
not protecting Jews
taking parental rights away in schools",NA,"antiest","ampride","trustgov","demsatis","radchange",2,4,5,3,5,4,3,5,"vote","trump",NA,1,1,5,1,NA,8,"11/20/2024 9:04","11/20/2024 9:11",7,2,1,"Desktop","female",71,4,6,"white/non-hisp","bachelors",1,5,"$125,000 to $149,999",4,8,"CA",4,9,1,1,1,"1",4,2,"0","0","0","0",2,"opressive regulation for business owners
protecting only speech that is acceptable
not protecting Jews
taking parental rights away in schools",5,4,4,4.33333333333333,0
8289,0.72849617,"brkn",0,"Independence","Integrity","equality","freedom","Justice",4,"freedom",NA,"The U.S. does not have term limits for congress and the Senate.  Term limits would guarantee that only people that want to serve are serving and would be more interested in what the American people need and not their self interests.",NA,"trustgov","ampride","radchange","antiest","demsatis",4,6,6,1,3,1,4,5,"vote","trump",NA,6,5,3,1,NA,2,"11/20/2024 18:34","11/20/2024 18:40",7,2,1,"Desktop","male",49,3,4,"white/non-hisp","some coll",1,1,"$60,000 to $74,999",3,6,"TN",3,6,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The U.S. does not have term limits for congress and the Senate.  Term limits would guarantee that only people that want to serve are serving and would be more interested in what the American people need and not their self interests.",7,7,5.75,5.91666666666667,0
